Municipios;Sexo;Periodo;Total
08200 Sant Boi de Llobregat;Ambos sexos;2014;20,23
08200 Sant Boi de Llobregat;Hombres;2021;18,13
08200 Sant Boi de Llobregat;Hombres;2020;18,27
08200 Sant Boi de Llobregat;Hombres;2019;18,1
08200 Sant Boi de Llobregat;Hombres;2018;18,51
08200 Sant Boi de Llobregat;Hombres;2017;18,1
08200 Sant Boi de Llobregat;Hombres;2016;18,04
08200 Sant Boi de Llobregat;Hombres;2015;17,86
08200 Sant Boi de Llobregat;Hombres;2014;17,96
08200 Sant Boi de Llobregat;Mujeres;2021;22,23
08200 Sant Boi de Llobregat;Mujeres;2020;22,27
08200 Sant Boi de Llobregat;Mujeres;2019;22,41
08200 Sant Boi de Llobregat;Mujeres;2018;23,11
08200 Sant Boi de Llobregat;Mujeres;2017;23,25
08200 Sant Boi de Llobregat;Mujeres;2016;22,9
08200 Sant Boi de Llobregat;Mujeres;2015;22,53
08200 Sant Boi de Llobregat;Mujeres;2014;22,28
08205 Sant Cugat del Vallès;Ambos sexos;2021;21,42
08205 Sant Cugat del Vallès;Ambos sexos;2020;21,26
08205 Sant Cugat del Vallès;Ambos sexos;2019;21,31
08205 Sant Cugat del Vallès;Ambos sexos;2018;21,69
08205 Sant Cugat del Vallès;Ambos sexos;2017;21,39
08205 Sant Cugat del Vallès;Ambos sexos;2016;21,24
08205 Sant Cugat del Vallès;Ambos sexos;2015;21,24
08205 Sant Cugat del Vallès;Ambos sexos;2014;21,22
08205 Sant Cugat del Vallès;Hombres;2021;19,95
08205 Sant Cugat del Vallès;Hombres;2020;19,72
08205 Sant Cugat del Vallès;Hombres;2019;19,9
08205 Sant Cugat del Vallès;Hombres;2018;19,87
08205 Sant Cugat del Vallès;Hombres;2017;19,44
08205 Sant Cugat del Vallès;Hombres;2016;19,4
08205 Sant Cugat del Vallès;Hombres;2015;19,32
08205 Sant Cugat del Vallès;Hombres;2014;19,32
08205 Sant Cugat del Vallès;Mujeres;2021;22,7
08205 Sant Cugat del Vallès;Mujeres;2020;22,63
08205 Sant Cugat del Vallès;Mujeres;2019;22,53
08205 Sant Cugat del Vallès;Mujeres;2018;23,26
08205 Sant Cugat del Vallès;Mujeres;2017;23,08
08205 Sant Cugat del Vallès;Mujeres;2016;22,85
08205 Sant Cugat del Vallès;Mujeres;2015;22,97
08205 Sant Cugat del Vallès;Mujeres;2014;22,95
08245 Santa Coloma de Gramenet;Ambos sexos;2021;20,36
08245 Santa Coloma de Gramenet;Ambos sexos;2020;20,52
08245 Santa Coloma de Gramenet;Ambos sexos;2019;20,53
08245 Santa Coloma de Gramenet;Ambos sexos;2018;20,98
08245 Santa Coloma de Gramenet;Ambos sexos;2017;20,94
08245 Santa Coloma de Gramenet;Ambos sexos;2016;20,86
08245 Santa Coloma de Gramenet;Ambos sexos;2015;21,03
08245 Santa Coloma de Gramenet;Ambos sexos;2014;20,65
08245 Santa Coloma de Gramenet;Hombres;2021;17,87
08245 Santa Coloma de Gramenet;Hombres;2020;18,26
08245 Santa Coloma de Gramenet;Hombres;2019;18,2
08245 Santa Coloma de Gramenet;Hombres;2018;18,68
08245 Santa Coloma de Gramenet;Hombres;2017;18,8
08245 Santa Coloma de Gramenet;Hombres;2016;18,76
08245 Santa Coloma de Gramenet;Hombres;2015;18,92
08245 Santa Coloma de Gramenet;Hombres;2014;18,26
08245 Santa Coloma de Gramenet;Mujeres;2021;22,6
08245 Santa Coloma de Gramenet;Mujeres;2020;22,53
08245 Santa Coloma de Gramenet;Mujeres;2019;22,62
08245 Santa Coloma de Gramenet;Mujeres;2018;23
08245 Santa Coloma de Gramenet;Mujeres;2017;22,83
08245 Santa Coloma de Gramenet;Mujeres;2016;22,72
08245 Santa Coloma de Gramenet;Mujeres;2015;22,9
08245 Santa Coloma de Gramenet;Mujeres;2014;22,83
38038 Santa Cruz de Tenerife;Ambos sexos;2021;20,08
38038 Santa Cruz de Tenerife;Ambos sexos;2020;20,39
38038 Santa Cruz de Tenerife;Ambos sexos;2019;20,24
38038 Santa Cruz de Tenerife;Ambos sexos;2018;20,22
38038 Santa Cruz de Tenerife;Ambos sexos;2017;20,04
38038 Santa Cruz de Tenerife;Ambos sexos;2016;19,97
38038 Santa Cruz de Tenerife;Ambos sexos;2015;19,84
38038 Santa Cruz de Tenerife;Ambos sexos;2014;19,84
38038 Santa Cruz de Tenerife;Hombres;2021;17,89
38038 Santa Cruz de Tenerife;Hombres;2020;18,32
38038 Santa Cruz de Tenerife;Hombres;2019;18,19
38038 Santa Cruz de Tenerife;Hombres;2018;18,23
38038 Santa Cruz de Tenerife;Hombres;2017;17,92
38038 Santa Cruz de Tenerife;Hombres;2016;17,84
38038 Santa Cruz de Tenerife;Hombres;2015;17,55
38038 Santa Cruz de Tenerife;Hombres;2014;17,55
38038 Santa Cruz de Tenerife;Mujeres;2021;21,85
38038 Santa Cruz de Tenerife;Mujeres;2020;22,04
38038 Santa Cruz de Tenerife;Mujeres;2019;21,84
38038 Santa Cruz de Tenerife;Mujeres;2018;21,78
38038 Santa Cruz de Tenerife;Mujeres;2017;21,72
38038 Santa Cruz de Tenerife;Mujeres;2016;21,68
38038 Santa Cruz de Tenerife;Mujeres;2015;21,69
38038 Santa Cruz de Tenerife;Mujeres;2014;21,67
35022 Santa Lucía de Tirajana;Ambos sexos;2021;19,6
35022 Santa Lucía de Tirajana;Ambos sexos;2020;19,83
35022 Santa Lucía de Tirajana;Ambos sexos;2019;19,86
35022 Santa Lucía de Tirajana;Ambos sexos;2018;19,82
35022 Santa Lucía de Tirajana;Ambos sexos;2017;19,7
35022 Santa Lucía de Tirajana;Ambos sexos;2016;19,83
35022 Santa Lucía de Tirajana;Ambos sexos;2015;19,69
35022 Santa Lucía de Tirajana;Ambos sexos;2014;19,95
35022 Santa Lucía de Tirajana;Hombres;2021;17,84
35022 Santa Lucía de Tirajana;Hombres;2020;18,23
35022 Santa Lucía de Tirajana;Hombres;2019;18,29
35022 Santa Lucía de Tirajana;Hombres;2018;18,18
35022 Santa Lucía de Tirajana;Hombres;2017;18
35022 Santa Lucía de Tirajana;Hombres;2016;18,23
35022 Santa Lucía de Tirajana;Hombres;2015;18,05
35022 Santa Lucía de Tirajana;Hombres;2014;17,97
35022 Santa Lucía de Tirajana;Mujeres;2021;21,36
35022 Santa Lucía de Tirajana;Mujeres;2020;21,43
35022 Santa Lucía de Tirajana;Mujeres;2019;21,4
35022 Santa Lucía de Tirajana;Mujeres;2018;21,42
35022 Santa Lucía de Tirajana;Mujeres;2017;21,35
35022 Santa Lucía de Tirajana;Mujeres;2016;21,35
35022 Santa Lucía de Tirajana;Mujeres;2015;21,23
35022 Santa Lucía de Tirajana;Mujeres;2014;21,9
39075 Santander;Ambos sexos;2021;21,37
39075 Santander;Ambos sexos;2020;21,49
39075 Santander;Ambos sexos;2019;21,52
39075 Santander;Ambos sexos;2018;21,51
39075 Santander;Ambos sexos;2017;21,38
39075 Santander;Ambos sexos;2016;21,19
39075 Santander;Ambos sexos;2015;21,05
39075 Santander;Ambos sexos;2014;21,06
39075 Santander;Hombres;2021;18,92
39075 Santander;Hombres;2020;19,02
39075 Santander;Hombres;2019;19,02
39075 Santander;Hombres;2018;18,95
39075 Santander;Hombres;2017;18,84
39075 Santander;Hombres;2016;18,6
39075 Santander;Hombres;2015;18,56
39075 Santander;Hombres;2014;18,53
39075 Santander;Mujeres;2021;23,33
39075 Santander;Mujeres;2020;23,45
39075 Santander;Mujeres;2019;23,52
39075 Santander;Mujeres;2018;23,55
39075 Santander;Mujeres;2017;23,39
39075 Santander;Mujeres;2016;23,24
39075 Santander;Mujeres;2015;23
39075 Santander;Mujeres;2014;23,03
15078 Santiago de Compostela;Ambos sexos;2021;21,72
15078 Santiago de Compostela;Ambos sexos;2020;21,93
15078 Santiago de Compostela;Ambos sexos;2019;21,91
15078 Santiago de Compostela;Ambos sexos;2018;21,82
15078 Santiago de Compostela;Ambos sexos;2017;21,52
15078 Santiago de Compostela;Ambos sexos;2016;21,28
15078 Santiago de Compostela;Ambos sexos;2015;21,31
15078 Santiago de Compostela;Ambos sexos;2014;21,08
15078 Santiago de Compostela;Hombres;2021;19,27
15078 Santiago de Compostela;Hombres;2020;19,48
15078 Santiago de Compostela;Hombres;2019;19,38
15078 Santiago de Compostela;Hombres;2018;19,4
15078 Santiago de Compostela;Hombres;2017;19,08
15078 Santiago de Compostela;Hombres;2016;18,95
15078 Santiago de Compostela;Hombres;2015;18,96
15078 Santiago de Compostela;Hombres;2014;18,66
15078 Santiago de Compostela;Mujeres;2021;23,7
15078 Santiago de Compostela;Mujeres;2020;23,92
15078 Santiago de Compostela;Mujeres;2019;23,96
15078 Santiago de Compostela;Mujeres;2018;23,78
15078 Santiago de Compostela;Mujeres;2017;23,51
15078 Santiago de Compostela;Mujeres;2016;23,18
15078 Santiago de Compostela;Mujeres;2015;23,23
15078 Santiago de Compostela;Mujeres;2014;23,07
40194 Segovia;Ambos sexos;2021;21,28
40194 Segovia;Ambos sexos;2020;21,36
40194 Segovia;Ambos sexos;2019;21,07
40194 Segovia;Ambos sexos;2018;21,83
40194 Segovia;Ambos sexos;2017;21,67
40194 Segovia;Ambos sexos;2016;21,65
40194 Segovia;Ambos sexos;2015;21,63
40194 Segovia;Ambos sexos;2014;21,68
40194 Segovia;Hombres;2021;19,05
40194 Segovia;Hombres;2020;19,1
40194 Segovia;Hombres;2019;18,74
40194 Segovia;Hombres;2018;19,48
40194 Segovia;Hombres;2017;19,37
40194 Segovia;Hombres;2016;19,11
40194 Segovia;Hombres;2015;18,92
40194 Segovia;Hombres;2014;18,77
40194 Segovia;Mujeres;2021;23,13
40194 Segovia;Mujeres;2020;23,24
40194 Segovia;Mujeres;2019;23,04
40194 Segovia;Mujeres;2018;23,79
40194 Segovia;Mujeres;2017;23,61
40194 Segovia;Mujeres;2016;23,8
40194 Segovia;Mujeres;2015;23,95
40194 Segovia;Mujeres;2014;24,17
41091 Sevilla;Ambos sexos;2021;19,88
41091 Sevilla;Ambos sexos;2020;19,91
41091 Sevilla;Ambos sexos;2019;20,1
41091 Sevilla;Ambos sexos;2018;20,2
41091 Sevilla;Ambos sexos;2017;20,19
41091 Sevilla;Ambos sexos;2016;19,98
41091 Sevilla;Ambos sexos;2015;19,93
41091 Sevilla;Ambos sexos;2014;19,77
41091 Sevilla;Hombres;2021;17,61
41091 Sevilla;Hombres;2020;17,58
41091 Sevilla;Hombres;2019;17,8
41091 Sevilla;Hombres;2018;17,98
41091 Sevilla;Hombres;2017;18,02
41091 Sevilla;Hombres;2016;17,8
41091 Sevilla;Hombres;2015;17,67
41091 Sevilla;Hombres;2014;17,53
41091 Sevilla;Mujeres;2021;21,72
41091 Sevilla;Mujeres;2020;21,81
41091 Sevilla;Mujeres;2019;21,95
41091 Sevilla;Mujeres;2018;21,97
41091 Sevilla;Mujeres;2017;21,9
41091 Sevilla;Mujeres;2016;21,68
41091 Sevilla;Mujeres;2015;21,71
41091 Sevilla;Mujeres;2014;21,52
33066 Siero;Ambos sexos;2021;20,35
33066 Siero;Ambos sexos;2020;20,33
33066 Siero;Ambos sexos;2019;20,31
33066 Siero;Ambos sexos;2018;20,58
33066 Siero;Ambos sexos;2017;20,55
33066 Siero;Ambos sexos;2016;20,3
33066 Siero;Ambos sexos;2015;20,22
33066 Siero;Ambos sexos;2014;20,4
33066 Siero;Hombres;2021;18,42
33066 Siero;Hombres;2020;18,72
33066 Siero;Hombres;2019;18,69
33066 Siero;Hombres;2018;19,02
33066 Siero;Hombres;2017;18,74
33066 Siero;Hombres;2016;18,23
33066 Siero;Hombres;2015;17,99
33066 Siero;Hombres;2014;18,03
33066 Siero;Mujeres;2021;22,08
33066 Siero;Mujeres;2020;21,71
33066 Siero;Mujeres;2019;21,67
33066 Siero;Mujeres;2018;21,87
33066 Siero;Mujeres;2017;22,07
33066 Siero;Mujeres;2016;22,1
33066 Siero;Mujeres;2015;22,17
33066 Siero;Mujeres;2014;22,5
42173 Soria;Ambos sexos;2021;21,27
42173 Soria;Ambos sexos;2020;21,21
42173 Soria;Ambos sexos;2019;21,2
42173 Soria;Ambos sexos;2018;21,75
42173 Soria;Ambos sexos;2017;21,57
42173 Soria;Ambos sexos;2016;21,39
42173 Soria;Ambos sexos;2015;21,19
42173 Soria;Ambos sexos;2014;21,6
42173 Soria;Hombres;2021;18,77
42173 Soria;Hombres;2020;18,83
42173 Soria;Hombres;2019;19,04
42173 Soria;Hombres;2018;19,62
42173 Soria;Hombres;2017;19,2
42173 Soria;Hombres;2016;18,58
42173 Soria;Hombres;2015;18,36
42173 Soria;Hombres;2014;18,71
42173 Soria;Mujeres;2021;23,5
42173 Soria;Mujeres;2020;23,29
42173 Soria;Mujeres;2019;23,04
42173 Soria;Mujeres;2018;23,54
42173 Soria;Mujeres;2017;23,61
42173 Soria;Mujeres;2016;23,91
42173 Soria;Mujeres;2015;23,7
42173 Soria;Mujeres;2014;24,09
45165 Talavera de la Reina;Ambos sexos;2021;20,54
45165 Talavera de la Reina;Ambos sexos;2020;20,56
45165 Talavera de la Reina;Ambos sexos;2019;20,63
45165 Talavera de la Reina;Ambos sexos;2018;21,14
45165 Talavera de la Reina;Ambos sexos;2017;21,01
45165 Talavera de la Reina;Ambos sexos;2016;20,86
45165 Talavera de la Reina;Ambos sexos;2015;20,98
45165 Talavera de la Reina;Ambos sexos;2014;21,01
45165 Talavera de la Reina;Hombres;2021;18,58
45165 Talavera de la Reina;Hombres;2020;18,57
45165 Talavera de la Reina;Hombres;2019;18,48
45165 Talavera de la Reina;Hombres;2018;18,76
45165 Talavera de la Reina;Hombres;2017;18,6
45165 Talavera de la Reina;Hombres;2016;18,67
45165 Talavera de la Reina;Hombres;2015;18,81
45165 Talavera de la Reina;Hombres;2014;19
45165 Talavera de la Reina;Mujeres;2021;22,27
45165 Talavera de la Reina;Mujeres;2020;22,3
45165 Talavera de la Reina;Mujeres;2019;22,49
45165 Talavera de la Reina;Mujeres;2018;23,19
45165 Talavera de la Reina;Mujeres;2017;23,12
45165 Talavera de la Reina;Mujeres;2016;22,75
45165 Talavera de la Reina;Mujeres;2015;22,88
45165 Talavera de la Reina;Mujeres;2014;22,75
43148 Tarragona;Ambos sexos;2021;20,92
43148 Tarragona;Ambos sexos;2020;21,08
43148 Tarragona;Ambos sexos;2019;21,15
43148 Tarragona;Ambos sexos;2018;21,35
43148 Tarragona;Ambos sexos;2017;21,12
43148 Tarragona;Ambos sexos;2016;20,95
43148 Tarragona;Ambos sexos;2015;20,89
43148 Tarragona;Ambos sexos;2014;20,8
43148 Tarragona;Hombres;2021;18,55
43148 Tarragona;Hombres;2020;18,66
43148 Tarragona;Hombres;2019;18,84
43148 Tarragona;Hombres;2018;19,18
43148 Tarragona;Hombres;2017;18,99
43148 Tarragona;Hombres;2016;18,79
43148 Tarragona;Hombres;2015;18,71
43148 Tarragona;Hombres;2014;18,7
43148 Tarragona;Mujeres;2021;23,06
43148 Tarragona;Mujeres;2020;23,27
43148 Tarragona;Mujeres;2019;23,2
43148 Tarragona;Mujeres;2018;23,2
43148 Tarragona;Mujeres;2017;22,92
43148 Tarragona;Mujeres;2016;22,77
43148 Tarragona;Mujeres;2015;22,76
43148 Tarragona;Mujeres;2014;22,6
35026 Telde;Ambos sexos;2021;19,35
35026 Telde;Ambos sexos;2020;19,61
35026 Telde;Ambos sexos;2019;19,72
35026 Telde;Ambos sexos;2018;19,39
35026 Telde;Ambos sexos;2017;19,5
35026 Telde;Ambos sexos;2016;19,18
35026 Telde;Ambos sexos;2015;19,32
35026 Telde;Ambos sexos;2014;18,91
35026 Telde;Hombres;2021;17,36
35026 Telde;Hombres;2020;17,59
35026 Telde;Hombres;2019;17,68
35026 Telde;Hombres;2018;17,33
35026 Telde;Hombres;2017;17,56
35026 Telde;Hombres;2016;17,37
35026 Telde;Hombres;2015;17,68
35026 Telde;Hombres;2014;17,2
35026 Telde;Mujeres;2021;21,23
35026 Telde;Mujeres;2020;21,54
35026 Telde;Mujeres;2019;21,66
35026 Telde;Mujeres;2018;21,37
35026 Telde;Mujeres;2017;21,35
35026 Telde;Mujeres;2016;20,9
35026 Telde;Mujeres;2015;20,83
35026 Telde;Mujeres;2014;20,5
08279 Terrassa;Ambos sexos;2021;20,44
08279 Terrassa;Ambos sexos;2020;20,53
08279 Terrassa;Ambos sexos;2019;20,62
08279 Terrassa;Ambos sexos;2018;20,85
08279 Terrassa;Ambos sexos;2017;20,67
08279 Terrassa;Ambos sexos;2016;20,74
08279 Terrassa;Ambos sexos;2015;20,77
08279 Terrassa;Ambos sexos;2014;20,73
08279 Terrassa;Hombres;2021;18,36
08279 Terrassa;Hombres;2020;18,32
08279 Terrassa;Hombres;2019;18,36
08279 Terrassa;Hombres;2018;18,46
08279 Terrassa;Hombres;2017;18,34
08279 Terrassa;Hombres;2016;18,5
08279 Terrassa;Hombres;2015;18,65
08279 Terrassa;Hombres;2014;18,6
08279 Terrassa;Mujeres;2021;22,27
08279 Terrassa;Mujeres;2020;22,47
08279 Terrassa;Mujeres;2019;22,61
08279 Terrassa;Mujeres;2018;22,96
08279 Terrassa;Mujeres;2017;22,74
08279 Terrassa;Mujeres;2016;22,69
08279 Terrassa;Mujeres;2015;22,58
08279 Terrassa;Mujeres;2014;22,51
44216 Teruel;Ambos sexos;2021;21,14
44216 Teruel;Ambos sexos;2020;21,09
44216 Teruel;Ambos sexos;2019;20,96
44216 Teruel;Ambos sexos;2018;21,48
44216 Teruel;Ambos sexos;2017;21,21
44216 Teruel;Ambos sexos;2016;21,04
44216 Teruel;Ambos sexos;2015;20,92
44216 Teruel;Ambos sexos;2014;20,91
44216 Teruel;Hombres;2021;18,76
44216 Teruel;Hombres;2020;18,77
44216 Teruel;Hombres;2019;18,51
44216 Teruel;Hombres;2018;18,73
44216 Teruel;Hombres;2017;18,6
44216 Teruel;Hombres;2016;18,64
44216 Teruel;Hombres;2015;18,86
44216 Teruel;Hombres;2014;18,85
44216 Teruel;Mujeres;2021;23,23
44216 Teruel;Mujeres;2020;23,11
44216 Teruel;Mujeres;2019;23,17
44216 Teruel;Mujeres;2018;24,02
44216 Teruel;Mujeres;2017;23,56
44216 Teruel;Mujeres;2016;23,14
44216 Teruel;Mujeres;2015;22,68
44216 Teruel;Mujeres;2014;22,68
45168 Toledo;Ambos sexos;2021;21,25
45168 Toledo;Ambos sexos;2020;21,26
45168 Toledo;Ambos sexos;2019;21,41
45168 Toledo;Ambos sexos;2018;21,8
45168 Toledo;Ambos sexos;2017;21,53
45168 Toledo;Ambos sexos;2016;21,48
45168 Toledo;Ambos sexos;2015;21,74
45168 Toledo;Ambos sexos;2014;21,7
45168 Toledo;Hombres;2021;19,03
45168 Toledo;Hombres;2020;18,98
45168 Toledo;Hombres;2019;19,38
45168 Toledo;Hombres;2018;19,88
45168 Toledo;Hombres;2017;19,43
45168 Toledo;Hombres;2016;19,36
45168 Toledo;Hombres;2015;19,42
45168 Toledo;Hombres;2014;19,67
45168 Toledo;Mujeres;2021;23,22
45168 Toledo;Mujeres;2020;23,32
45168 Toledo;Mujeres;2019;23,19
45168 Toledo;Mujeres;2018;23,42
45168 Toledo;Mujeres;2017;23,33
45168 Toledo;Mujeres;2016;23,26
45168 Toledo;Mujeres;2015;23,69
45168 Toledo;Mujeres;2014;23,33
28148 Torrejón de Ardoz;Ambos sexos;2021;20,44
28148 Torrejón de Ardoz;Ambos sexos;2020;20,45
28148 Torrejón de Ardoz;Ambos sexos;2019;20,71
28148 Torrejón de Ardoz;Ambos sexos;2018;21,53
28148 Torrejón de Ardoz;Ambos sexos;2017;21,69
28148 Torrejón de Ardoz;Ambos sexos;2016;21,44
28148 Torrejón de Ardoz;Ambos sexos;2015;21,6
28148 Torrejón de Ardoz;Ambos sexos;2014;21,23
28148 Torrejón de Ardoz;Hombres;2021;18,28
28148 Torrejón de Ardoz;Hombres;2020;18,26
28148 Torrejón de Ardoz;Hombres;2019;18,62
28148 Torrejón de Ardoz;Hombres;2018;19,66
28148 Torrejón de Ardoz;Hombres;2017;19,91
28148 Torrejón de Ardoz;Hombres;2016;19,5
28148 Torrejón de Ardoz;Hombres;2015;19,55
28148 Torrejón de Ardoz;Hombres;2014;19,01
28148 Torrejón de Ardoz;Mujeres;2021;22,44
28148 Torrejón de Ardoz;Mujeres;2020;22,56
28148 Torrejón de Ardoz;Mujeres;2019;22,69
28148 Torrejón de Ardoz;Mujeres;2018;23,2
28148 Torrejón de Ardoz;Mujeres;2017;23,26
28148 Torrejón de Ardoz;Mujeres;2016;23,2
28148 Torrejón de Ardoz;Mujeres;2015;23,5
28148 Torrejón de Ardoz;Mujeres;2014;23,29
39087 Torrelavega;Ambos sexos;2021;21,05
39087 Torrelavega;Ambos sexos;2020;21,16
39087 Torrelavega;Ambos sexos;2019;20,81
39087 Torrelavega;Ambos sexos;2018;21,01
39087 Torrelavega;Ambos sexos;2017;20,83
39087 Torrelavega;Ambos sexos;2016;20,87
39087 Torrelavega;Ambos sexos;2015;20,75
39087 Torrelavega;Ambos sexos;2014;20,84
39087 Torrelavega;Hombres;2021;18,69
39087 Torrelavega;Hombres;2020;18,65
39087 Torrelavega;Hombres;2019;18,36
39087 Torrelavega;Hombres;2018;18,47
39087 Torrelavega;Hombres;2017;18,14
39087 Torrelavega;Hombres;2016;18,1
39087 Torrelavega;Hombres;2015;18,18
39087 Torrelavega;Hombres;2014;18,5
39087 Torrelavega;Mujeres;2021;23,03
39087 Torrelavega;Mujeres;2020;23,29
39087 Torrelavega;Mujeres;2019;22,87
39087 Torrelavega;Mujeres;2018;23,15
39087 Torrelavega;Mujeres;2017;23,14
39087 Torrelavega;Mujeres;2016;23,28
39087 Torrelavega;Mujeres;2015;22,91
39087 Torrelavega;Mujeres;2014;22,72
29901 Torremolinos;Ambos sexos;2021;20,41
29901 Torremolinos;Ambos sexos;2020;20,43
29901 Torremolinos;Ambos sexos;2019;20,48
29901 Torremolinos;Ambos sexos;2018;20,68
29901 Torremolinos;Ambos sexos;2017;20,56
29901 Torremolinos;Ambos sexos;2016;20,46
29901 Torremolinos;Ambos sexos;2015;19,97
29901 Torremolinos;Ambos sexos;2014;20,16
29901 Torremolinos;Hombres;2021;18,44
29901 Torremolinos;Hombres;2020;18,34
29901 Torremolinos;Hombres;2019;18,83
29901 Torremolinos;Hombres;2018;18,96
29901 Torremolinos;Hombres;2017;19,01
29901 Torremolinos;Hombres;2016;18,93
29901 Torremolinos;Hombres;2015;18,36
29901 Torremolinos;Hombres;2014;18,84
29901 Torremolinos;Mujeres;2021;22,26
29901 Torremolinos;Mujeres;2020;22,48
29901 Torremolinos;Mujeres;2019;22,05
29901 Torremolinos;Mujeres;2018;22,35
29901 Torremolinos;Mujeres;2017;22,01
29901 Torremolinos;Mujeres;2016;21,89
29901 Torremolinos;Mujeres;2015;21,4
29901 Torremolinos;Mujeres;2014;21,34
46244 Torrent;Ambos sexos;2021;19,91
46244 Torrent;Ambos sexos;2020;19,95
46244 Torrent;Ambos sexos;2019;19,83
46244 Torrent;Ambos sexos;2018;19,76
46244 Torrent;Ambos sexos;2017;19,63
46244 Torrent;Ambos sexos;2016;19,59
46244 Torrent;Ambos sexos;2015;19,57
46244 Torrent;Ambos sexos;2014;19,52
46244 Torrent;Hombres;2021;17,73
46244 Torrent;Hombres;2020;17,69
46244 Torrent;Hombres;2019;17,91
46244 Torrent;Hombres;2018;17,81
46244 Torrent;Hombres;2017;17,73
46244 Torrent;Hombres;2016;17,82
46244 Torrent;Hombres;2015;17,79
46244 Torrent;Hombres;2014;17,65
46244 Torrent;Mujeres;2021;21,89
46244 Torrent;Mujeres;2020;22,01
46244 Torrent;Mujeres;2019;21,52
46244 Torrent;Mujeres;2018;21,47
46244 Torrent;Mujeres;2017;21,31
46244 Torrent;Mujeres;2016;21,16
46244 Torrent;Mujeres;2015;21,16
46244 Torrent;Mujeres;2014;21,18
03133 Torrevieja;Ambos sexos;2021;19,29
03133 Torrevieja;Ambos sexos;2020;19,64
03133 Torrevieja;Ambos sexos;2019;20,16
03133 Torrevieja;Ambos sexos;2018;20,38
03133 Torrevieja;Ambos sexos;2017;20,27
03133 Torrevieja;Ambos sexos;2016;20,09
03133 Torrevieja;Ambos sexos;2015;19,83
03133 Torrevieja;Ambos sexos;2014;20
03133 Torrevieja;Hombres;2021;16,87
03133 Torrevieja;Hombres;2020;17,49
03133 Torrevieja;Hombres;2019;18,08
03133 Torrevieja;Hombres;2018;18,47
03133 Torrevieja;Hombres;2017;18,25
03133 Torrevieja;Hombres;2016;17,92
03133 Torrevieja;Hombres;2015;17,61
03133 Torrevieja;Hombres;2014;17,62
03133 Torrevieja;Mujeres;2021;21,82
03133 Torrevieja;Mujeres;2020;21,77
03133 Torrevieja;Mujeres;2019;22,21
03133 Torrevieja;Mujeres;2018;22,25
03133 Torrevieja;Mujeres;2017;22,25
03133 Torrevieja;Mujeres;2016;22,29
03133 Torrevieja;Mujeres;2015;21,99
03133 Torrevieja;Mujeres;2014;22,36
41095 Utrera;Ambos sexos;2021;19,33
41095 Utrera;Ambos sexos;2020;19,66
41095 Utrera;Ambos sexos;2019;19,95
41095 Utrera;Ambos sexos;2018;20,09
41095 Utrera;Ambos sexos;2017;19,87
41095 Utrera;Ambos sexos;2016;19,78
41095 Utrera;Ambos sexos;2015;20
41095 Utrera;Ambos sexos;2014;19,98
41095 Utrera;Hombres;2021;17,21
41095 Utrera;Hombres;2020;17,49
41095 Utrera;Hombres;2019;17,73
41095 Utrera;Hombres;2018;17,91
41095 Utrera;Hombres;2017;17,54
41095 Utrera;Hombres;2016;17,62
41095 Utrera;Hombres;2015;17,87
41095 Utrera;Hombres;2014;17,86
41095 Utrera;Mujeres;2021;21,38
41095 Utrera;Mujeres;2020;21,67
41095 Utrera;Mujeres;2019;21,98
41095 Utrera;Mujeres;2018;22,05
41095 Utrera;Mujeres;2017;22,03
41095 Utrera;Mujeres;2016;21,71
41095 Utrera;Mujeres;2015;21,87
41095 Utrera;Mujeres;2014;21,81
28161 Valdemoro;Ambos sexos;2021;19,96
28161 Valdemoro;Ambos sexos;2020;19,67
28161 Valdemoro;Ambos sexos;2019;19,5
28161 Valdemoro;Ambos sexos;2018;20,47
28161 Valdemoro;Ambos sexos;2017;21
28161 Valdemoro;Ambos sexos;2016;20,92
28161 Valdemoro;Ambos sexos;2015;21,17
28161 Valdemoro;Ambos sexos;2014;20,54
28161 Valdemoro;Hombres;2021;17,99
28161 Valdemoro;Hombres;2020;17,77
28161 Valdemoro;Hombres;2019;17,5
28161 Valdemoro;Hombres;2018;18,43
28161 Valdemoro;Hombres;2017;19,08
28161 Valdemoro;Hombres;2016;19,1
28161 Valdemoro;Hombres;2015;19,65
28161 Valdemoro;Hombres;2014;18,65
28161 Valdemoro;Mujeres;2021;21,74
28161 Valdemoro;Mujeres;2020;21,38
28161 Valdemoro;Mujeres;2019;21,3
28161 Valdemoro;Mujeres;2018;22,21
28161 Valdemoro;Mujeres;2017;22,61
28161 Valdemoro;Mujeres;2016;22,45
28161 Valdemoro;Mujeres;2015;22,44
28161 Valdemoro;Mujeres;2014;22,18
46250 València;Ambos sexos;2021;20,64
46250 València;Ambos sexos;2020;20,8
46250 València;Ambos sexos;2019;20,95
46250 València;Ambos sexos;2018;21
46250 València;Ambos sexos;2017;20,85
46250 València;Ambos sexos;2016;20,75
46250 València;Ambos sexos;2015;20,71
46250 València;Ambos sexos;2014;20,65
46250 València;Hombres;2021;18,47
46250 València;Hombres;2020;18,59
46250 València;Hombres;2019;18,75
46250 València;Hombres;2018;18,8
46250 València;Hombres;2017;18,61
46250 València;Hombres;2016;18,51
46250 València;Hombres;2015;18,58
46250 València;Hombres;2014;18,55
46250 València;Mujeres;2021;22,39
